"country","gender","age","relationship_status","freedom_of_choice","satisfaction"
"Egypt","female",36,"married",7,10
"Egypt","male",58,"married",10,3
"Egypt","female",34,"married",6,3
"Egypt","male",40,"married",10,6
"Egypt","male",57,"widowed",10,3
"Egypt","male",19,"single",5,1
"Egypt","female",50,"married",6,2
"Egypt","female",24,"divorced",4,6
"Egypt","male",50,"married",10,1
"Egypt","female",30,"married",1,1
"Egypt","female",47,"divorced",3,3
"Egypt","male",58,"married",6,5
"Egypt","female",56,"separated",7,3
"Egypt","male",50,"married",9,9
"Egypt","female",30,"married",5,2
"Egypt","male",25,"single",6,9
"Egypt","female",40,"married",10,3
"Egypt","female",33,"married",5,5
"Egypt","female",37,"married",10,1
"Egypt","female",18,"single",5,7
"Egypt","female",46,"married",10,3
"Egypt","male",19,"single",10,4
"Egypt","male",48,"separated",6,3
"Egypt","female",37,"married",5,1
"Egypt","male",28,"married",9,6
"Egypt","female",56,"married",8,8
"Egypt","female",55,"widowed",5,5
"Egypt","male",55,"married",5,2
"Egypt","male",53,"married",7,8
"Egypt","male",45,"married",7,8
"Egypt","male",52,"married",5,7
"Egypt","male",22,"single",7,5
"Egypt","female",57,"divorced",7,10
"Egypt","male",52,"married",7,5
"Egypt","male",35,"single",9,9
"Egypt","female",42,"married",5,5
"Egypt","male",32,"married",7,7
"Egypt","female",23,"single",5,10
"Egypt","male",34,"married",5,1
"Egypt","female",28,"divorced",10,10
"Egypt","female",33,"married",7,8
"Egypt","male",31,"married",2,4
"Egypt","male",21,"single",8,8
"Egypt","female",28,"married",8,10
"Egypt","male",19,"single",3,5
"Egypt","female",51,"married",5,5
"Egypt","female",53,"widowed",8,5
"Egypt","male",23,"married",6,6
"Egypt","male",38,"married",8,9
"Egypt","female",27,"divorced",2,1
"Egypt","male",22,"single",6,4
"Egypt","female",48,"married",5,8
"Egypt","male",45,"married",8,10
"Egypt","female",22,"single",8,9
"Egypt","female",39,"married",5,5
"Egypt","female",46,"married",5,8
"Egypt","female",30,"married",6,8
"Egypt","male",23,"married",7,3
"Egypt","male",19,"single",7,5
"Egypt","female",54,"married",7,5
"Egypt","male",46,"married",3,3
"Egypt","female",46,"widowed",7,7
"Egypt","male",30,"married",8,8
"Egypt","female",58,"widowed",8,5
"Egypt","male",39,"married",7,5
"Egypt","female",41,"married",7,7
"Egypt","female",18,"single",10,10
"Egypt","male",50,"married",10,4
"Egypt","female",28,"married",5,5
"Egypt","male",35,"single",8,6
"Egypt","female",38,"separated",10,5
"Egypt","male",22,"single",10,8
"Egypt","female",35,"married",7,9
"Egypt","male",45,"single",8,7
"Egypt","male",24,"single",6,5
"Egypt","male",54,"married",10,10
"Egypt","male",65,"married",8,9
"Egypt","female",52,"married",7,8
"Egypt","female",41,"married",7,8
"Egypt","male",23,"single",8,4
"Egypt","male",26,"single",9,9
"Egypt","female",40,"widowed",7,6
"Egypt","female",47,"single",6,4
"Egypt","female",18,"single",7,1
"Egypt","male",32,"married",8,6
"Egypt","male",38,"married",8,8
"Egypt","male",58,"married",7,1
"Egypt","male",39,"married",7,5
"Egypt","male",49,"married",10,5
"Egypt","female",38,"separated",8,4
"Egypt","female",54,"divorced",8,8
"Egypt","male",18,"single",8,8
"Egypt","female",29,"married",5,5
"Egypt","male",54,"married",5,10
"Egypt","male",59,"married",9,10
"Egypt","female",36,"married",7,8
"Egypt","female",37,"separated",10,2
"Egypt","female",53,"separated",3,5
"Egypt","female",37,"married",6,7
"Egypt","female",34,"married",3,6
"Egypt","male",57,"married",5,5
"Egypt","male",60,"married",5,5
"Egypt","male",21,"single",10,5
"Egypt","male",38,"married",8,5
"Egypt","female",54,"widowed",5,7
"Egypt","male",33,"single",6,3
"Egypt","male",40,"married",6,6
"Egypt","male",32,"married",5,5
"Egypt","female",30,"married",5,5
"Egypt","male",42,"married",7,7
"Egypt","female",53,"married",6,8
"Egypt","male",18,"single",9,8
"Egypt","male",52,"married",3,3
"Egypt","male",45,"divorced",5,3
"Egypt","female",42,"married",9,8
"Egypt","female",23,"married",7,8
"Egypt","female",38,"married",9,3
"Egypt","male",53,"married",9,6
"Egypt","female",33,"married",3,6
"Egypt","male",23,"single",8,3
"Egypt","male",60,"married",8,9
"Egypt","female",28,"married",6,3
"Egypt","female",40,"married",6,2
"Egypt","male",31,"married",4,8
"Egypt","male",49,"married",10,6
"Egypt","female",18,"single",8,7
"Egypt","male",35,"married",8,4
"Egypt","female",31,"married",7,7
"Egypt","male",38,"single",8,6
"Egypt","male",33,"married",7,6
"Egypt","female",30,"married",8,7
"Egypt","female",35,"married",6,10
"Egypt","female",35,"married",6,7
"Egypt","female",62,"widowed",7,5
"Egypt","female",33,"married",5,5
"Egypt","male",32,"married",4,4
"Egypt","male",61,"married",8,6
"Egypt","female",19,"married",4,4
"Egypt","female",22,"married",9,10
"Egypt","female",20,"married",6,8
"Egypt","female",56,"married",7,7
"Egypt","male",60,"married",8,6
"Egypt","male",45,"married",8,6
"Egypt","female",40,"married",8,7
"Egypt","female",37,"married",4,4
"Egypt","male",48,"married",9,6
"Egypt","female",40,"married",5,9
"Egypt","female",34,"married",9,6
"Egypt","male",45,"married",8,3
"Egypt","female",51,"married",7,8
"Egypt","male",55,"married",7,8
"Egypt","female",54,"married",3,6
"Egypt","female",45,"married",3,4
"Egypt","female",30,"divorced",2,3
"Egypt","female",23,"married",4,5
"Egypt","male",69,"married",5,7
"Egypt","female",55,"married",9,8
"Egypt","male",40,"married",9,6
"Egypt","female",60,"widowed",7,8
"Egypt","male",29,"single",5,3
"Egypt","female",45,"married",5,3
"Egypt","male",40,"married",7,9
"Egypt","female",33,"married",7,5
"Egypt","female",45,"married",5,7
"Egypt","male",56,"married",8,6
"Egypt","male",35,"married",9,7
"Egypt","female",35,"married",2,7
"Egypt","male",20,"single",7,1
"Egypt","male",38,"married",5,3
"Egypt","female",51,"widowed",5,4
"Egypt","female",53,"widowed",3,3
"Egypt","female",30,"married",2,3
"Egypt","female",35,"widowed",9,6
"Egypt","female",55,"married",6,6
"Egypt","male",22,"single",8,9
"Egypt","female",35,"married",6,9
"Egypt","female",70,"married",5,5
"Egypt","male",19,"single",6,5
"Egypt","female",60,"widowed",8,8
"Egypt","male",22,"single",8,7
"Egypt","male",55,"married",9,9
"Egypt","male",18,"married",5,5
"Egypt","female",66,"widowed",5,6
"Egypt","male",30,"married",7,6
"Egypt","female",67,"divorced",7,10
"Egypt","male",35,"married",5,5
"Egypt","female",37,"married",4,2
"Egypt","female",59,"widowed",10,3
"Egypt","female",20,"single",5,8
"Egypt","male",24,"married",9,5
"Egypt","male",52,"married",4,2
"Egypt","male",50,"married",4,1
"Egypt","male",32,"married",4,5
"Egypt","female",45,"married",3,4
"Egypt","female",62,"widowed",9,8
"Egypt","female",34,"married",7,7
"Egypt","female",41,"single",5,3
"Egypt","male",33,"single",8,6
"Egypt","female",75,"widowed",1,1
"Egypt","male",30,"married",1,1
"Egypt","female",46,"married",7,8
"Egypt","female",21,"single",5,8
"Egypt","female",50,"separated",8,7
"Egypt","male",69,"married",7,8
"Egypt","male",60,"married",5,2
"Egypt","female",29,"married",5,2
"Egypt","male",35,"married",8,5
"Egypt","female",29,"married",7,7
"Egypt","male",18,"single",10,6
"Egypt","female",38,"widowed",7,9
"Egypt","female",50,"married",5,5
"Egypt","female",27,"single",4,7
"Egypt","female",47,"divorced",3,8
"Egypt","female",29,"married",7,10
"Egypt","female",36,"single",5,5
"Egypt","male",34,"separated",9,10
"Egypt","female",70,"married",5,4
"Egypt","female",28,"married",8,5
"Egypt","male",19,"single",3,1
"Egypt","female",60,"married",5,6
"Egypt","female",35,"married",7,8
"Egypt","male",38,"married",8,8
"Egypt","female",35,"married",5,5
"Egypt","female",51,"widowed",9,7
"Egypt","female",68,"married",7,2
"Egypt","male",65,"married",7,6
"Egypt","female",36,"married",6,6
"Egypt","male",34,"married",8,7
"Egypt","male",54,"married",8,6
"Egypt","female",24,"married",1,5
"Egypt","female",39,"single",7,6
"Egypt","female",63,"married",8,6
"Egypt","female",57,"widowed",5,4
"Egypt","male",40,"married",6,6
"Egypt","male",25,"married",5,4
"Egypt","male",59,"married",2,3
"Egypt","female",37,"married",7,5
"Egypt","female",56,"divorced",5,7
"Egypt","male",28,"married",4,6
"Egypt","male",48,"married",9,8
"Egypt","female",30,"married",5,7
"Egypt","female",60,"widowed",9,7
"Egypt","male",19,"single",8,6
"Egypt","male",45,"married",9,7
"Egypt","male",45,"divorced",4,5
"Egypt","male",23,"single",1,2
"Egypt","female",28,"married",5,6
"Egypt","male",53,"married",9,7
"Egypt","male",68,"married",5,7
"Egypt","female",21,"single",8,7
"Egypt","female",75,"widowed",8,7
"Egypt","male",56,"married",7,5
"Egypt","male",34,"single",6,6
"Egypt","male",19,"single",4,3
"Egypt","male",30,"single",5,3
"Egypt","female",59,"married",5,7
"Egypt","male",30,"married",8,8
"Egypt","male",50,"married",8,8
"Egypt","male",35,"single",4,4
"Egypt","male",57,"separated",9,10
"Egypt","male",42,"married",8,8
"Egypt","male",19,"single",8,7
"Egypt","female",47,"married",3,1
"Egypt","female",59,"widowed",1,1
"Egypt","male",58,"single",5,3
"Egypt","male",40,"married",5,6
"Egypt","male",20,"single",10,8
"Egypt","female",49,"married",9,9
"Egypt","male",35,"single",3,6
"Egypt","female",18,"single",2,8
"Egypt","male",58,"married",6,8
"Egypt","male",34,"married",4,6
"Egypt","male",64,"married",8,7
"Egypt","female",55,"married",7,5
"Egypt","female",55,"widowed",1,1
"Egypt","male",40,"married",1,1
"Egypt","male",49,"married",9,8
"Egypt","male",25,"single",9,6
"Egypt","female",35,"married",5,3
"Egypt","male",59,"married",6,10
"Egypt","male",52,"married",5,7
"Egypt","male",55,"married",4,7
"Egypt","female",38,"married",10,10
"Egypt","male",55,"married",10,7
"Egypt","female",30,"divorced",7,5
"Egypt","male",48,"married",5,7
"Egypt","female",41,"married",6,6
"Egypt","male",54,"married",1,1
"Egypt","male",45,"separated",8,8
"Egypt","female",35,"married",8,5
"Egypt","male",35,"married",8,8
"Egypt","female",56,"widowed",5,5
"Egypt","female",39,"married",6,4
"Egypt","male",54,"married",6,7
"Egypt","male",45,"married",10,9
"Egypt","male",41,"married",4,7
"Egypt","male",40,"single",8,7
"Egypt","male",38,"married",7,6
"Egypt","male",24,"married",1,5
"Egypt","male",26,"married",4,10
"Egypt","female",35,"married",7,9
"Egypt","male",49,"married",7,7
"Egypt","male",59,"widowed",7,7
"Egypt","female",43,"married",8,7
"Egypt","male",37,"married",3,10
"Egypt","male",37,"married",1,1
"Egypt","female",41,"married",2,6
"Egypt","male",49,"married",5,5
"Egypt","male",29,"married",6,4
"Egypt","female",22,"single",3,5
"Egypt","female",59,"married",8,7
"Egypt","female",25,"married",8,7
"Egypt","male",28,"single",3,1
"Egypt","female",43,"married",2,8
"Egypt","female",44,"married",6,5
"Egypt","male",43,"married",6,4
"Egypt","male",35,"married",5,5
"Egypt","male",26,"single",2,6
"Egypt","male",55,"married",7,7
"Egypt","male",35,"married",7,8
"Egypt","male",53,"married",7,6
"Egypt","female",35,"married",7,6
"Egypt","female",37,"single",8,6
"Egypt","male",55,"married",5,7
"Egypt","female",38,"married",7,6
"Egypt","male",32,"married",8,7
"Egypt","male",55,"married",5,7
"Egypt","male",49,"married",5,7
"Egypt","male",18,"single",4,1
"Egypt","male",39,"married",4,10
"Egypt","male",59,"married",8,9
"Egypt","female",42,"widowed",9,6
"Egypt","male",50,"married",7,7
"Egypt","female",42,"married",8,8
"Egypt","male",39,"married",3,3
"Egypt","female",57,"married",3,9
"Egypt","female",45,"widowed",6,5
"Egypt","male",38,"separated",9,8
"Egypt","female",25,"married",5,5
"Egypt","male",58,"married",10,2
"Egypt","male",34,"married",9,4
"Egypt","female",58,"widowed",7,6
"Egypt","male",22,"single",8,7
"Egypt","male",21,"single",10,9
"Egypt","male",36,"married",5,10
"Egypt","female",52,"married",4,10
"Egypt","male",52,"married",7,6
"Egypt","female",27,"married",1,2
"Egypt","female",18,"single",8,6
"Egypt","male",26,"single",10,10
"Egypt","male",58,"married",4,7
"Egypt","female",22,"single",1,5
"Egypt","male",59,"single",7,7
"Egypt","male",24,"single",8,7
"Egypt","female",55,"married",6,7
"Egypt","male",38,"married",9,4
"Egypt","female",25,"married",4,2
"Egypt","male",52,"married",4,9
"Egypt","male",39,"married",6,9
"Egypt","female",51,"widowed",6,5
"Egypt","female",25,"married",8,7
"Egypt","male",23,"single",8,5
"Egypt","male",57,"married",5,6
"Egypt","female",27,"married",1,6
"Egypt","male",53,"married",6,5
"Egypt","female",27,"married",4,5
"Egypt","male",53,"married",7,5
"Egypt","female",24,"married",8,7
"Egypt","male",65,"married",9,10
"Egypt","female",61,"widowed",3,8
"Egypt","male",33,"married",4,1
"Egypt","female",30,"married",4,2
"Egypt","male",38,"married",7,6
"Egypt","female",24,"single",6,5
"Egypt","female",34,"single",8,7
"Egypt","male",36,"married",10,9
"Egypt","male",80,"married",5,5
"Egypt","female",71,"married",4,6
"Egypt","male",52,"married",10,7
"Egypt","female",41,"single",9,7
"Egypt","female",45,"married",4,1
"Egypt","male",55,"married",10,7
"Egypt","male",64,"married",5,7
"Egypt","female",29,"married",8,6
"Egypt","male",49,"married",7,5
"Egypt","female",40,"married",6,7
"Egypt","male",37,"married",8,7
"Egypt","female",59,"married",8,6
"Egypt","male",46,"married",10,4
"Egypt","female",65,"married",10,8
"Egypt","male",55,"married",5,6
"Egypt","female",45,"married",5,8
"Egypt","male",34,"single",6,6
"Egypt","female",26,"married",8,8
"Egypt","male",50,"married",6,4
"Egypt","female",47,"widowed",6,5
"Egypt","male",21,"single",8,7
"Egypt","female",57,"married",7,8
"Egypt","male",40,"married",7,9
"Egypt","female",32,"married",10,10
"Egypt","female",35,"married",7,8
"Egypt","male",33,"married",10,10
"Egypt","female",45,"married",7,7
"Egypt","male",30,"married",7,5
"Egypt","female",65,"widowed",10,10
"Egypt","female",36,"married",8,9
"Egypt","female",63,"married",7,4
"Egypt","male",75,"married",10,8
"Egypt","male",38,"married",7,8
"Egypt","male",28,"single",6,6
"Egypt","female",24,"married",7,6
"Egypt","male",20,"single",5,6
"Egypt","male",45,"married",7,7
"Egypt","female",43,"married",6,4
"Egypt","male",67,"married",7,6
"Egypt","female",20,"single",7,8
"Egypt","male",54,"married",5,7
"Egypt","male",45,"married",8,5
"Egypt","female",40,"single",10,9
"Egypt","female",35,"married",10,7
"Egypt","male",45,"married",8,7
"Egypt","female",33,"married",6,4
"Egypt","female",42,"married",7,5
"Egypt","male",22,"single",7,7
"Egypt","male",27,"married",10,9
"Egypt","female",33,"married",5,7
"Egypt","female",55,"married",7,7
"Egypt","female",24,"married",9,9
"Egypt","female",53,"widowed",10,6
"Egypt","male",52,"married",8,7
"Egypt","female",30,"single",8,8
"Egypt","male",50,"married",8,8
"Egypt","male",53,"married",8,9
"Egypt","male",60,"widowed",8,6
"Egypt","female",40,"married",7,6
"Egypt","male",58,"married",6,4
"Egypt","female",37,"married",6,7
"Egypt","female",29,"married",9,9
"Egypt","male",32,"married",10,8
"Egypt","female",35,"married",10,10
"Egypt","female",50,"married",7,10
"Egypt","male",28,"married",9,8
"Egypt","female",55,"widowed",7,5
"Egypt","male",25,"single",6,5
"Egypt","female",47,"widowed",10,4
"Egypt","female",26,"married",8,8
"Egypt","male",28,"single",10,8
"Egypt","male",65,"married",9,7
"Egypt","female",38,"married",6,5
"Egypt","female",40,"married",7,5
"Egypt","male",47,"married",6,6
"Egypt","female",35,"married",5,4
"Egypt","male",27,"single",7,5
"Egypt","female",35,"married",7,6
"Egypt","female",37,"married",7,8
"Egypt","female",55,"married",8,8
"Egypt","male",74,"married",10,8
"Egypt","male",35,"married",6,6
"Egypt","male",31,"married",5,4
"Egypt","male",43,"married",5,4
"Egypt","male",28,"single",9,6
"Egypt","male",38,"married",7,5
"Egypt","male",72,"married",9,4
"Egypt","male",39,"married",10,5
"Egypt","male",68,"married",6,5
"Egypt","male",34,"married",7,5
"Egypt","male",27,"married",3,4
"Egypt","male",53,"married",8,7
"Egypt","male",30,"married",10,6
"Egypt","male",43,"married",10,6
"Egypt","male",40,"married",8,5
"Egypt","male",40,"married",7,5
"Egypt","male",37,"married",4,5
"Egypt","male",36,"married",4,3
"Egypt","male",25,"married",4,4
"Egypt","male",31,"married",10,4
"Egypt","male",33,"married",10,5
"Egypt","female",23,"single",5,8
"Egypt","male",45,"married",10,7
"Egypt","male",52,"widowed",5,2
"Egypt","male",26,"single",10,8
"Egypt","female",18,"single",4,5
"Egypt","male",46,"married",5,4
"Egypt","female",54,"married",6,5
"Egypt","female",45,"married",7,7
"Egypt","female",55,"married",8,5
"Egypt","female",49,"widowed",7,5
"Egypt","female",45,"married",7,5
"Egypt","female",27,"married",6,4
"Egypt","female",35,"married",4,5
"Egypt","female",42,"married",6,6
"Egypt","female",32,"married",6,5
"Egypt","male",27,"married",10,7
"Egypt","female",30,"widowed",10,4
"Egypt","male",61,"married",9,6
"Egypt","female",30,"married",8,7
"Egypt","male",45,"married",6,5
"Egypt","female",27,"married",7,5
"Egypt","female",37,"married",10,10
"Egypt","male",46,"married",8,7
"Egypt","male",28,"married",7,8
"Egypt","female",41,"married",10,8
"Egypt","female",52,"married",10,4
"Egypt","male",27,"single",9,5
"Egypt","female",50,"married",7,5
"Egypt","male",38,"married",6,6
